id,doi,title,publication_year,type,oa_status,has_pdf_proxy,cost_usd,cost_source,cited_by_count,is_retracted,journal,publisher,mean_citedness,field,is_first_author_muenster
https://openalex.org/W2092157292,https://doi.org/10.1063/1.3382344,A consistent and accurate<i>ab initio</i>parametrization of density functional dispersion correction (DFT-D) for the 94 elements H-Pu,2010,article,closed,false,0,oa_status_closed,57482,false,The Journal of Chemical Physics,American Institute of Physics,,Physics and Astronomy,true
https://openalex.org/W2044591029,https://doi.org/10.1002/jcc.20495,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,2006,article,closed,false,0,oa_status_closed,30888,false,Journal of Computational Chemistry,Wiley,,Physics and Astronomy,true
https://openalex.org/W2096747776,https://doi.org/10.1002/jcc.21759,Effect of the damping function in dispersion corrected density functional theory,2011,article,closed,false,0,oa_status_closed,27394,false,Journal of Computational Chemistry,Wiley,,Physics and Astronomy,true
https://openalex.org/W2749069611,https://doi.org/10.18637/jss.v080.i01,<b>brms</b> : An <i>R</i> Package for Bayesian Multilevel Models Using <i>Stan</i>,2017,article,diamond,true,0,openalex_diamond,9504,false,Journal of Statistical Software,Foundation for Open Access Statistics,,Mathematics,true
https://openalex.org/W2097854437,https://doi.org/10.1056/nejmoa1009638,Rivaroxaban versus Warfarin in Nonvalvular Atrial Fibrillation,2011,article,bronze,true,0,oa_status_bronze,9423,false,New England Journal of Medicine,Massachusetts Medical Society,,Medicine,false
https://openalex.org/W2087243986,https://doi.org/10.1016/s1474-4422(15)70016-5,Neuroinflammation in Alzheimer's disease,2015,article,green,true,0,oa_status_green,6156,false,The Lancet Neurology,Elsevier BV,,Neuroscience,false
https://openalex.org/W2752326209,https://doi.org/10.1080/15548627.2015.1100356,Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition),2016,article,bronze,true,0,oa_status_bronze,6009,false,Autophagy,Taylor & Francis,,Medicine,false
https://openalex.org/W2559537906,https://doi.org/10.1182/blood-2016-08-733196,Diagnosis and management of AML in adults: 2017 ELN recommendations from an international expert panel,2016,article,bronze,true,0,oa_status_bronze,5900,false,Blood,Elsevier BV,,Medicine,false
https://openalex.org/W2137408480,https://doi.org/10.1016/s0140-6736(98)04311-6,Effects of intensive blood-pressure lowering and low-dose aspirin in patients with hypertension: principal results of the Hypertension Optimal Treatment (HOT) randomised trial,1998,article,closed,false,0,oa_status_closed,5789,false,The Lancet,Elsevier BV,,Medicine,false
https://openalex.org/W2140886907,https://doi.org/10.1002/jcc.20078,Accurate description of van der Waals complexes by density functional theory including empirical corrections,2004,article,closed,false,0,oa_status_closed,5181,false,Journal of Computational Chemistry,Wiley,,Physics and Astronomy,true
https://openalex.org/W2504691963,https://doi.org/10.1038/nbt.3597,Sharing and community curation of mass spectrometry data with Global Natural Products Social Molecular Networking,2016,article,gold,true,11690,openalex_apc_paid,4641,false,Nature Biotechnology,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2003555872,https://doi.org/10.1038/nature13384,An overview of N-heterocyclic carbenes,2014,article,closed,false,0,oa_status_closed,4222,false,Nature,Nature Portfolio,,Chemistry,true
https://openalex.org/W2127236625,https://doi.org/10.1180/minmag.1997.061.405.13,Nomenclature of Amphiboles; Report of the Subcommittee on Amphiboles of the International Mineralogical Association Commission on New Minerals and Mineral Names,1997,article,closed,false,0,oa_status_closed,3921,false,Mineralogical Magazine,Cambridge University Press,,Computer Science,false
https://openalex.org/W2095100262,https://doi.org/10.1063/1.2148954,Semiempirical hybrid density functional with perturbative second-order correlation,2006,article,closed,false,0,oa_status_closed,3406,false,The Journal of Chemical Physics,American Institute of Physics,,Physics and Astronomy,true
https://openalex.org/W2116858301,https://doi.org/10.1182/blood-2009-07-235358,"Diagnosis and management of acute myeloid leukemia in adults: recommendations from an international expert panel, on behalf of the European LeukemiaNet",2009,article,bronze,true,0,oa_status_bronze,3395,false,Blood,Elsevier BV,,Medicine,false
https://openalex.org/W2738082385,https://doi.org/10.1038/s41588-018-0090-3,Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression,2018,article,green,true,0,oa_status_green,3329,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2905788968,https://doi.org/10.1097/j.pain.0000000000001384,Chronic pain as a symptom or a disease: the IASP Classification of Chronic Pain for the International Classification of Diseases (ICD-11),2018,article,green,true,0,oa_status_green,3318,false,Pain,Lippincott Williams & Wilkins,,Medicine,false
https://openalex.org/W1549716303,https://doi.org/10.1007/978-1-4614-7618-4,Applied Spatial Data Analysis with R,2013,book,closed,false,0,oa_status_closed,3241,false,,,,Decision Sciences,false
https://openalex.org/W2796568833,https://doi.org/10.1038/s41560-018-0107-2,Performance and cost of materials for lithium-based rechargeable automotive batteries,2018,article,closed,false,0,oa_status_closed,3187,false,Nature Energy,Nature Portfolio,,Engineering,true
https://openalex.org/W1996117239,https://doi.org/10.1016/s0021-9290(01)00222-6,"ISB recommendation on definitions of joint coordinate system of various joints for the reporting of human joint motion—part I: ankle, hip, and spine",2002,article,closed,false,0,oa_status_closed,3184,false,Journal of Biomechanics,Elsevier BV,,Medicine,false
https://openalex.org/W2066964346,https://doi.org/10.1038/nm0398-328,Vaccination of melanoma patients with peptide- or tumorlysate-pulsed dendritic cells,1998,article,closed,false,0,oa_status_closed,2888,false,Nature Medicine,Nature Portfolio,,Immunology and Microbiology,false
https://openalex.org/W2911487850,https://doi.org/10.1038/s41593-018-0326-7,Genome-wide meta-analysis of depression identifies 102 independent variants and highlights the importance of the prefrontal brain regions,2019,review,green,true,0,oa_status_green,2815,false,Nature Neuroscience,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W4223520055,https://doi.org/10.1038/s41586-022-04434-5,Mapping genomic loci implicates genes and synaptic biology in schizophrenia,2022,article,green,true,0,oa_status_green,2807,false,Nature,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2162638563,https://doi.org/10.1097/j.pain.0000000000000160,A classification of chronic pain for ICD-11,2015,article,hybrid,true,,no_apc_data,2791,false,Pain,Lippincott Williams & Wilkins,,Medicine,false
https://openalex.org/W2167872912,https://doi.org/10.1002/wcms.30,Density functional theory with London dispersion corrections,2011,article,closed,false,0,oa_status_closed,2778,false,Wiley Interdisciplinary Reviews Computational Molecular Science,Wiley,,Physics and Astronomy,true
https://openalex.org/W1991312972,https://doi.org/10.1002/anie.200703883,Heterocyclic Carbenes: Synthesis and Coordination Chemistry,2008,article,closed,false,0,oa_status_closed,2750,false,Angewandte Chemie International Edition,Wiley,,Chemistry,true
https://openalex.org/W3211488171,https://doi.org/10.1001/jamaoncol.2019.2996,"Global, Regional, and National Cancer Incidence, Mortality, Years of Life Lost, Years Lived With Disability, and Disability-Adjusted Life-Years for 29 Cancer Groups, 1990 to 2017",2019,article,hybrid,true,4774,openalex_apc_paid,2676,false,JAMA Oncology,American Medical Association,,Medicine,false
https://openalex.org/W2049965679,https://doi.org/10.1038/nmat4170,The role of graphene for electrochemical energy storage,2014,article,closed,false,0,oa_status_closed,2664,false,Nature Materials,Nature Portfolio,,Engineering,true
https://openalex.org/W3108936441,https://doi.org/10.1080/15548627.2020.1797280,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)<sup>1</sup>,2021,article,bronze,true,0,oa_status_bronze,2658,false,Autophagy,Taylor & Francis,,Medicine,false
https://openalex.org/W1682777677,https://doi.org/10.1016/s0009-2541(99)00081-9,"87Sr/86Sr, δ13C and δ18O evolution of Phanerozoic seawater",1999,article,hybrid,true,3140,openalex_apc_paid,2644,false,Chemical Geology,Elsevier BV,,Earth and Planetary Sciences,false
https://openalex.org/W2058583833,https://doi.org/10.1118/1.1429631,The Mathematics of Computerized Tomography,2002,article,bronze,true,0,oa_status_bronze,2590,false,Medical Physics,Wiley,,Medicine,true
https://openalex.org/W2153110463,https://doi.org/10.1080/00207160701303912,Computer vision and pattern recognition,2007,article,closed,false,0,oa_status_closed,2469,false,International Journal of Computer Mathematics,Taylor & Francis,,Computer Science,false
https://openalex.org/W2080325016,https://doi.org/10.1126/science.1061372,Calibration of the Lutetium-Hafnium Clock,2001,article,closed,false,0,oa_status_closed,2461,false,Science,American Association for the Advancement of Science,,Earth and Planetary Sciences,true
https://openalex.org/W2024983608,https://doi.org/10.1039/c1cs15083a,Towards mild metal-catalyzed C–H bond activation,2011,article,closed,false,0,oa_status_closed,2447,false,Chemical Society Reviews,Royal Society of Chemistry,,Chemistry,true
https://openalex.org/W1989688131,https://doi.org/10.1038/nchem.1607,C–H bond activation enables the rapid construction and late-stage diversification of functional molecules,2013,article,closed,false,0,oa_status_closed,2372,false,Nature Chemistry,Nature Portfolio,,Chemistry,true
https://openalex.org/W4241593569,https://doi.org/10.4171/owr/2009/41,Noncommutative Geometry,2010,article,closed,false,0,oa_status_closed,2337,false,Oberwolfach Reports,,,Mathematics,false
https://openalex.org/W2951934944,https://doi.org/10.1098/rsif.2017.0387,Opportunities and obstacles for deep learning in biology and medicine,2018,article,hybrid,true,,no_apc_data,2269,false,Journal of The Royal Society Interface,Royal Society,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2159422401,https://doi.org/10.1038/ng.520,New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk,2010,article,green,true,0,oa_status_green,2238,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2128619556,https://doi.org/10.1038/sj.onc.1206928,"MALAT-1, a novel noncoding RNA, and thymosin β4 predict metastasis and survival in early-stage non-small cell lung cancer",2003,article,closed,false,0,oa_status_closed,2192,false,Oncogene,Springer Nature,,"Biochemistry, Genetics and Molecular Biology",true
https://openalex.org/W2902441058,https://doi.org/10.1021/acs.chemrev.8b00422,Before Li Ion Batteries,2018,article,closed,false,0,oa_status_closed,2151,false,Chemical Reviews,American Chemical Society,,Engineering,true
https://openalex.org/W1997859168,https://doi.org/10.1016/j.echo.2008.11.029,Echocardiographic Assessment of Valve Stenosis: EAE/ASE Recommendations for Clinical Practice,2009,article,bronze,true,0,oa_status_bronze,2131,false,Journal of the American Society of Echocardiography,Elsevier BV,,Medicine,true
https://openalex.org/W2089254126,https://doi.org/10.1038/nature13145,Coupling of angiogenesis and osteogenesis by a specific vessel subtype in bone,2014,article,green,true,0,oa_status_green,2127,false,Nature,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",true
https://openalex.org/W3029840069,https://doi.org/10.3390/nu12061583,Effects of COVID-19 Home Confinement on Eating Behaviour and Physical Activity: Results of the ECLB-COVID19 International Online Survey,2020,article,gold,true,1995,openalex_apc_paid,2096,false,Nutrients,Multidisciplinary Digital Publishing Institute,,Psychology,false
https://openalex.org/W2101605059,https://doi.org/10.1038/nature10405,Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk,2011,article,green,true,0,oa_status_green,2076,false,Nature,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2085064498,https://doi.org/10.1111/j.1751-908x.2011.00120.x,Determination of Reference Values for NIST SRM 610–617 Glasses Following ISO Guidelines,2011,article,closed,false,0,oa_status_closed,2057,false,Geostandards and Geoanalytical Research,Wiley,,Earth and Planetary Sciences,false
https://openalex.org/W1932669647,https://doi.org/10.1152/physrev.00030.2001,Annexins: From Structure to Function,2002,article,closed,false,0,oa_status_closed,2040,false,Physiological Reviews,American Physiological Society,,"Biochemistry, Genetics and Molecular Biology",true
https://openalex.org/W4200584507,https://doi.org/10.1001/jamaoncol.2021.6987,"Cancer Incidence, Mortality, Years of Life Lost, Years Lived With Disability, and Disability-Adjusted Life Years for 29 Cancer Groups From 2010 to 2019",2021,article,hybrid,true,,no_apc_data,2039,false,JAMA Oncology,American Medical Association,,Medicine,false
https://openalex.org/W2161060487,https://doi.org/10.1111/j.1365-2958.2006.05172.x,Sex and virulence in <i>Escherichia coli</i>: an evolutionary perspective,2006,article,green,true,0,oa_status_green,2025,false,Molecular Microbiology,Wiley,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2330028620,https://doi.org/10.1056/nejm200101043440102,Nasal Carriage as a Source of<i>Staphylococcus aureus</i>Bacteremia,2001,article,bronze,true,0,oa_status_bronze,2016,false,New England Journal of Medicine,Massachusetts Medical Society,,Medicine,true
https://openalex.org/W2111705896,https://doi.org/10.1039/c0cp02984j,"A thorough benchmark of density functional methods for general main group thermochemistry, kinetics, and noncovalent interactions",2011,article,closed,false,0,oa_status_closed,2011,false,Physical Chemistry Chemical Physics,Royal Society of Chemistry,,Physics and Astronomy,true
https://openalex.org/W2015668150,https://doi.org/10.1172/jci46122,FGF23 induces left ventricular hypertrophy,2011,article,closed,false,0,oa_status_closed,2002,false,Journal of Clinical Investigation,American Society for Clinical Investigation,,Medicine,false
https://openalex.org/W2143453620,https://doi.org/10.1002/anie.200903708,Frustrated Lewis Pairs: Metal‐free Hydrogen Activation and More,2009,article,closed,false,0,oa_status_closed,1983,false,Angewandte Chemie International Edition,Wiley,,Chemistry,false
https://openalex.org/W2112848098,https://doi.org/10.1038/ng.784,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease,2011,article,green,true,0,oa_status_green,1955,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W1499509877,https://doi.org/10.1007/978-3-642-20561-3,Density Matrix Theory and Applications,2012,book,closed,false,0,oa_status_closed,1928,false,"Springer series on atomic, optical, and plasma physics",Springer Nature,,Chemistry,true
https://openalex.org/W2039488279,https://doi.org/10.1103/physrevb.62.4927,Electron-hole excitations and optical spectra from first principles,2000,article,closed,false,0,oa_status_closed,1928,false,"Physical review. B, Condensed matter",American Physical Society,,Engineering,true
https://openalex.org/W2072671787,https://doi.org/10.1016/0168-1176(87)87041-6,Matrix-assisted ultraviolet laser desorption of non-volatile compounds,1987,article,closed,false,0,oa_status_closed,1925,false,International Journal of Mass Spectrometry and Ion Processes,Elsevier BV,,Chemistry,true
https://openalex.org/W2747592475,https://doi.org/10.1038/nature25978,Planning chemical syntheses with deep neural networks and symbolic AI,2018,article,green,true,0,oa_status_green,1918,false,Nature,Nature Portfolio,,Materials Science,true
https://openalex.org/W2096207943,https://doi.org/10.1056/nejmoa0801479,Bortezomib plus Melphalan and Prednisone for Initial Treatment of Multiple Myeloma,2008,article,bronze,true,0,oa_status_bronze,1906,false,New England Journal of Medicine,Massachusetts Medical Society,,Medicine,false
https://openalex.org/W2805537661,https://doi.org/10.1103/physrevlett.121.111302,Dark Matter Search Results from a One Ton-Year Exposure of XENON1T,2018,article,bronze,true,0,oa_status_bronze,1865,false,Physical Review Letters,American Physical Society,,Physics and Astronomy,false
https://openalex.org/W2037667533,https://doi.org/10.1038/375482a0,Phantom-limb pain as a perceptual correlate of cortical reorganization following arm amputation,1995,article,green,true,0,oa_status_green,1835,false,Nature,Nature Portfolio,,Medicine,false
https://openalex.org/W1491803208,https://doi.org/10.1038/32675,Genetic basis and molecular mechanism for idiopathic ventricular fibrillation,1998,article,closed,false,0,oa_status_closed,1827,false,Nature,Nature Portfolio,,Medicine,false
https://openalex.org/W1651383390,https://doi.org/10.1056/nejm199503093321003,Hemostatic Factors and the Risk of Myocardial Infarction or Sudden Death in Patients with Angina Pectoris,1995,article,bronze,true,0,oa_status_bronze,1802,false,New England Journal of Medicine,Massachusetts Medical Society,,Medicine,false
https://openalex.org/W2136846721,https://doi.org/10.1007/s11103-011-9762-4,"The evolution of the plastid chromosome in land plants: gene content, gene order, gene function",2011,article,hybrid,true,3990,openalex_apc_paid,1794,false,Plant Molecular Biology,Springer Science+Business Media,,Agricultural and Biological Sciences,false
https://openalex.org/W2339051409,https://doi.org/10.1039/c6cs00075d,Mild metal-catalyzed C–H activation: examples and concepts,2016,article,hybrid,true,,no_apc_data,1771,false,Chemical Society Reviews,Royal Society of Chemistry,,Chemistry,true
https://openalex.org/W4299416517,https://doi.org/10.1007/978-3-663-01409-6,The Mathematics of Computerized Tomography,1986,book,gold,true,,no_apc_data,1768,false,,,,Medicine,true
https://openalex.org/W1897198241,https://doi.org/10.1002/anie.201409800,Frustrated Lewis Pair Chemistry: Development and Perspectives,2015,article,closed,false,0,oa_status_closed,1756,false,Angewandte Chemie International Edition,Wiley,,Chemistry,true
https://openalex.org/W2070203126,https://doi.org/10.1063/1.1569242,Improved second-order Møller–Plesset perturbation theory by separate scaling of parallel- and antiparallel-spin pair correlation energies,2003,article,closed,false,0,oa_status_closed,1747,false,The Journal of Chemical Physics,American Institute of Physics,,Physics and Astronomy,true
https://openalex.org/W2777388159,https://doi.org/10.1038/s41588-018-0059-2,Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection,2018,article,green,true,0,oa_status_green,1741,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2123058210,https://doi.org/10.1111/j.1365-313x.2004.02219.x,Visualization of protein interactions in living plant cells using bimolecular fluorescence complementation,2004,article,bronze,true,0,oa_status_bronze,1734,false,The Plant Journal,Wiley,,"Biochemistry, Genetics and Molecular Biology",true
https://openalex.org/W2139456772,https://doi.org/10.1111/j.1364-3703.2007.00417.x,<i>Botrytis cinerea</i> : the cause of grey mould disease,2007,article,closed,false,0,oa_status_closed,1694,false,Molecular Plant Pathology,Wiley,,Agricultural and Biological Sciences,false
https://openalex.org/W1992956108,https://doi.org/10.1007/s10840-012-9672-7,"2012 HRS/EHRA/ECAS expert consensus statement on catheter and surgical ablation of atrial fibrillation: recommendations for patient selection, procedural techniques, patient management and follow-up, definitions, endpoints, and research trial design",2012,article,closed,false,0,oa_status_closed,1688,false,Journal of Interventional Cardiac Electrophysiology,Springer Science+Business Media,,Medicine,false
https://openalex.org/W2578240541,https://doi.org/10.1021/acscentsci.7b00512,Generating Focused Molecule Libraries for Drug Discovery with Recurrent Neural Networks,2017,article,diamond,true,0,openalex_diamond,1682,false,ACS Central Science,American Chemical Society,,Computer Science,true
https://openalex.org/W2127396574,https://doi.org/10.1509/jmkr.41.3.293.35991,The Customer Relationship Management Process: Its Measurement and Impact on Performance,2004,article,closed,false,0,oa_status_closed,1673,false,Journal of Marketing Research,SAGE Publishing,,"Business, Management and Accounting",false
https://openalex.org/W2097078822,https://doi.org/10.1088/1748-0221/3/08/s08002,The ALICE experiment at the CERN LHC,2008,article,bronze,true,0,oa_status_bronze,1667,false,Journal of Instrumentation,Institute of Physics,,Physics and Astronomy,false
https://openalex.org/W2098230963,https://doi.org/10.1056/nejmoa0902604,Genetic Variants Associated with Lp(a) Lipoprotein Level and Coronary Disease,2009,article,bronze,true,0,oa_status_bronze,1663,false,New England Journal of Medicine,Massachusetts Medical Society,,Medicine,false
https://openalex.org/W2166432938,https://doi.org/10.1186/1471-2105-11-7,TreeGraph 2: Combining and visualizing evidence from different phylogenetic analyses,2010,article,gold,true,2072,openalex_apc_paid,1654,false,BMC Bioinformatics,BioMed Central,,"Biochemistry, Genetics and Molecular Biology",true
https://openalex.org/W2950375827,https://doi.org/10.1038/s41588-019-0397-8,Genome-wide association study identifies 30 loci associated with bipolar disorder,2019,article,bronze,true,0,oa_status_bronze,1641,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2057086900,https://doi.org/10.1002/anie.201203269,Beyond Directing Groups: Transition‐Metal‐Catalyzed CH Activation of Simple Arenes,2012,article,closed,false,0,oa_status_closed,1631,false,Angewandte Chemie International Edition,Wiley,,Chemistry,true
https://openalex.org/W3096230432,https://doi.org/10.1038/s41566-020-00754-y,Photonics for artificial intelligence and neuromorphic computing,2021,article,green,true,0,oa_status_green,1630,false,Nature Photonics,Nature Portfolio,,Computer Science,false
https://openalex.org/W2160490562,https://doi.org/10.1126/science.1177265,The Chicxulub Asteroid Impact and Mass Extinction at the Cretaceous-Paleogene Boundary,2010,article,green,true,0,oa_status_green,1615,false,Science,American Association for the Advancement of Science,,Earth and Planetary Sciences,false
https://openalex.org/W2072322795,https://doi.org/10.2753/mis0742-1222290408,Emotions and Information Diffusion in Social Media—Sentiment of Microblogs and Sharing Behavior,2013,article,closed,false,0,oa_status_closed,1612,false,Journal of Management Information Systems,Taylor & Francis,,Social Sciences,true
https://openalex.org/W3162259891,https://doi.org/10.1038/s41588-021-00857-4,"Genome-wide association study of more than 40,000 bipolar disorder cases provides new insights into the underlying biology",2021,article,hybrid,true,11690,openalex_apc_paid,1607,false,Nature Genetics,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W3003967059,https://doi.org/10.1038/s41586-020-03070-1,Parallel convolutional processing using an integrated photonic tensor core,2021,article,green,true,0,oa_status_green,1596,false,Nature,Nature Portfolio,,Computer Science,true
https://openalex.org/W3080789666,https://doi.org/10.1038/s41592-020-0933-6,Feature-based molecular networking in the GNPS analysis environment,2020,article,green,true,0,oa_status_green,1581,false,Nature Methods,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2018406369,https://doi.org/10.1128/jcm.41.12.5442-5448.2003,Typing of Methicillin-Resistant <i>Staphylococcus aureus</i> in a University Hospital Setting by Using Novel Software for <i>spa</i> Repeat Determination and Database Management,2003,article,green,true,0,oa_status_green,1573,false,Journal of Clinical Microbiology,American Society for Microbiology,,Medicine,true
https://openalex.org/W2126919482,https://doi.org/10.1093/brain/123.12.2512,Handedness and hemispheric language dominance in healthy humans,2000,article,closed,false,0,oa_status_closed,1563,false,Brain,Oxford University Press,,Neuroscience,true
https://openalex.org/W4321618060,https://doi.org/10.1038/s41560-023-01208-9,Challenges in speeding up solid-state battery development,2023,article,closed,false,0,oa_status_closed,1551,false,Nature Energy,Nature Portfolio,,Engineering,false
https://openalex.org/W2044263111,https://doi.org/10.1016/0079-6786(93)90002-9,Jump relaxation in solid electrolytes,1993,article,closed,false,0,oa_status_closed,1540,false,Progress in Solid State Chemistry,Elsevier BV,,Materials Science,true
https://openalex.org/W2026134786,https://doi.org/10.1038/leu.2013.336,Landscape of genetic lesions in 944 patients with myelodysplastic syndromes,2013,article,hybrid,true,4790,openalex_apc_paid,1534,false,Leukemia,Springer Nature,,Medicine,false
https://openalex.org/W2944119451,https://doi.org/10.1038/s41586-019-1157-8,All-optical spiking neurosynaptic networks with self-learning capabilities,2019,article,green,true,0,oa_status_green,1513,false,Nature,Nature Portfolio,,Computer Science,true
https://openalex.org/W2147968749,https://doi.org/10.1146/annurev.nucl.57.090506.123020,Glauber Modeling in High-Energy Nuclear Collisions,2007,article,bronze,true,0,oa_status_bronze,1510,false,Annual Review of Nuclear and Particle Science,Annual Reviews,,Physics and Astronomy,false
https://openalex.org/W2346626662,https://doi.org/10.1038/nature17671,Genome-wide association study identifies 74 loci associated with educational attainment,2016,article,green,true,0,oa_status_green,1499,false,Nature,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W2521173605,https://doi.org/10.1111/avsc.12257,"Vegetation of Europe: hierarchical floristic classification system of vascular plant, bryophyte, lichen, and algal communities",2016,article,hybrid,true,3910,openalex_apc_paid,1498,false,Applied Vegetation Science,Wiley,,Agricultural and Biological Sciences,false
https://openalex.org/W2170806459,https://doi.org/10.1073/pnas.0811575106,The frequency of polyploid speciation in vascular plants,2009,article,bronze,true,0,oa_status_bronze,1488,false,Proceedings of the National Academy of Sciences,National Academy of Sciences,,Agricultural and Biological Sciences,true
https://openalex.org/W4382358570,https://doi.org/10.3847/2041-8213/acdac6,The NANOGrav 15 yr Data Set: Evidence for a Gravitational-wave Background,2023,article,gold,true,2400,openalex_apc_paid,1484,false,The Astrophysical Journal Letters,IOP Publishing,,Physics and Astronomy,false
https://openalex.org/W4211238785,https://doi.org/10.1088/0022-3727/43/26/264001,Magnonics,2010,article,bronze,true,0,oa_status_bronze,1479,false,Journal of Physics D Applied Physics,Institute of Physics,,Physics and Astronomy,false
https://openalex.org/W1993190948,https://doi.org/10.1016/j.hrthm.2011.05.020,HRS/EHRA Expert Consensus Statement on the State of Genetic Testing for the Channelopathies and Cardiomyopathies,2011,article,green,true,0,oa_status_green,1471,false,Heart Rhythm,Elsevier BV,,Medicine,false
https://openalex.org/W2126623160,https://doi.org/10.1111/j.1365-313x.2007.03052.x,"The AtGenExpress global stress expression data set: protocols, evaluation and model data analysis of UV‐B light, drought and cold stress responses",2007,article,closed,false,0,oa_status_closed,1465,false,The Plant Journal,Wiley,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W4225598893,https://doi.org/10.1038/s41592-021-01336-8,Benchmarking atlas-level data integration in single-cell genomics,2021,article,hybrid,true,11690,openalex_apc_paid,1462,false,Nature Methods,Nature Portfolio,,"Biochemistry, Genetics and Molecular Biology",false
https://openalex.org/W1591670239,https://doi.org/10.1038/11921,Tangier disease is caused by mutations in the gene encoding ATP-binding cassette transporter 1,1999,article,closed,false,0,oa_status_closed,1452,false,Nature Genetics,Nature Portfolio,,Medicine,true
